village_code,village_name_marathi,village_name_english,taluka_name_marathi,taluka_name_english,Marginal,Small,Semi-medium,Medium,Large,Marginal_count,Small_count,Semi-medium_count,Medium_count,Large_count
2707000100635600,झील्पी,Jhilpi,धारणी,Dharani,51.92999999999999,189.31999999999996,320.98000000000013,266.79999999999995,10.86,124,130,112,48,1
2707000100635700,साद्राबाडी,Sadrabadi,धारणी,Dharani,35.09000000000001,136.64000000000001,175.79,100.19999999999999,0.0,98,94,65,18,0
2707000100635800,पाथरपूर,Patharapura,धारणी,Dharani,24.15,102.97000000000001,177.38999999999996,111.99999999999999,0.0,118,72,67,21,0
2707000100635900,सालई,Salai,धारणी,Dharani,42.603000000000016,102.22,201.00000000000006,81.93000000000002,0.0,123,75,78,15,0
2707000100636000,बोबदो,Bobado,धारणी,Dharani,39.31,148.4500000000001,203.17000000000002,109.10000000000001,0.0,84,99,78,19,0
2707000100636100,मांडू,Mamdu,धारणी,Dharani,31.809999999999988,57.259999999999984,129.41000000000003,30.78,0.0,70,42,47,5,0
2707000100636200,बिबामल,Bibamala,धारणी,Dharani,18.340000000000003,101.24000000000001,109.22000000000001,83.12,0.0,112,72,43,16,0
2707000100636300,लाकटु,Lakatu,धारणी,Dharani,44.26000000000001,101.13999999999996,80.55,20.05,0.0,171,72,31,4,0
2707000100636400,राणापिसा,Ranapisa,धारणी,Dharani,35.51,119.28999999999999,116.67999999999999,74.61000000000001,0.0,184,82,44,13,0
2707000100636500,राजपूर,Rajapura,धारणी,Dharani,41.73999999999999,141.90999999999994,111.43000000000002,123.91999999999999,10.48,182,101,42,25,1
2707000100636600,गौलानडोह,Gaulanadoha,धारणी,Dharani,45.71000000000001,90.65,110.27000000000005,74.81,0.0,216,66,40,15,0
2707000100636700,ढोमणाढाणा,Dhomanadhana,धारणी,Dharani,7.34,36.91000000000001,53.35000000000001,22.75,0.0,47,28,19,4,0
2707000100636800,सुसर्दा,Susarda,धारणी,Dharani,36.53000000000001,115.35000000000002,161.92000000000004,87.24999999999999,0.0,131,80,60,17,0
2707000100636900,नागझीरा,Nagajhira,धारणी,Dharani,52.32999999999999,152.86,144.57000000000005,78.50999999999999,0.0,178,114,58,16,0
2707000100637000,नारदु,Naradu,धारणी,Dharani,41.29999999999998,98.95000000000002,104.26000000000002,66.53999999999999,22.5,160,73,37,12,2
2707000100637100,रेहट्या,Rehatya,धारणी,Dharani,10.160000000000002,60.11000000000001,90.25000000000001,27.240000000000002,0.0,49,43,34,6,0
2707000100637200,भंवर,Bhamvara,धारणी,Dharani,23.119999999999997,61.420000000000016,131.14999999999998,50.480000000000004,0.0,134,45,57,9,0
2707000100637300,हीराबंबई,Hirabambai,धारणी,Dharani,51.56,64.67999999999999,92.96000000000001,45.81,0.0,210,47,33,10,0
2707000100637400,दादरा,Dadara,धारणी,Dharani,32.33000000000001,67.81,92.71,35.730000000000004,0.0,134,50,38,8,0
2707000100637500,खिडकी,Khidaki,धारणी,Dharani,2.0,34.18,46.050000000000004,67.63,0.0,13,24,20,15,0
2707000100637600,गोलाई,Golai,धारणी,Dharani,42.959999999999994,148.12999999999997,85.08999999999999,36.419999999999995,0.0,189,108,34,6,0
2707000100637700,कंजोली,Kamjoli,धारणी,Dharani,2.3600000000000003,12.389999999999997,109.44000000000001,165.75,22.24,39,8,37,27,2
2707000100637800,राणीगाव,Ranigava,धारणी,Dharani,16.21,111.32000000000002,278.62999999999994,311.78000000000014,20.83,165,78,118,53,2
2707000100637900,शिवाझीरी,Shivajhiri,धारणी,Dharani,9.66,29.26,18.17,14.680000000000001,0.0,69,20,7,3,0
2707000100638000,डाबका,Dabaka,धारणी,Dharani,23.39,70.43999999999998,145.4,116.27000000000001,10.62,147,50,54,21,1
2707000100638100,कोल्डाढाना,Koldadhana,धारणी,Dharani,20.580000000000002,128.86,278.50000000000017,90.52999999999999,0.0,65,86,111,17,0
2707000100638200,सावलीखेडा,Savalikheda,धारणी,Dharani,36.56000000000001,183.24999999999991,221.35000000000005,175.53,24.450000000000003,104,130,86,34,2
2707000100638300,खिडकी कलम,Khidaki Kalama,धारणी,Dharani,20.520000000000007,65.21999999999998,216.20000000000005,104.40999999999997,0.0,121,47,78,20,0
2707000100638400,टेंब्रुखेडा,Tembrukheda,धारणी,Dharani,11.07,24.490000000000002,20.43,14.79,0.0,38,17,9,3,0
2707000100638500,बारातांडा,Baratamda,धारणी,Dharani,18.080000000000005,50.250000000000014,73.64,42.39,0.0,60,37,30,8,0
2707000100638600,दाभीयाखेडा,Dabhiyakheda,धारणी,Dharani,1.9000000000000001,1.4,4.640000000000001,0.0,0.0,17,1,2,0,0
2707000100638700,बिरोटी,Biroti,धारणी,Dharani,7.5600000000000005,67.30999999999999,48.879999999999995,12.75,0.0,30,50,21,3,0
2707000100638800,जामपाणी,Jamapani,धारणी,Dharani,5.85,28.7,23.55,0.0,0.0,34,21,8,0,0
2707000100639000,चेंडो,Chemdo,धारणी,Dharani,23.640000000000004,80.19999999999999,118.32,97.45999999999998,0.0,97,54,48,20,0
2707000100639100,धुलघाटरेल्वे,Dhulaghatarelve,धारणी,Dharani,6.16,15.94,31.919999999999998,9.06,0.0,37,12,12,2,0
2707000100639200,पलसकुंडी,Palasakumdi,धारणी,Dharani,16.38,36.050000000000004,21.66,0.0,0.0,36,25,8,0,0
2707000100639300,तलई रेल्वे,Talai Relve,धारणी,Dharani,5.12,13.02,20.860000000000003,68.58,0.0,27,10,7,13,0
2707000100639400,रत्नापुर,Ratnapura,धारणी,Dharani,27.270000000000003,49.97999999999998,97.78000000000002,108.16,0.0,51,41,38,20,0
2707000100639500,बेरदाभुरू,Beradabhuru,धारणी,Dharani,67.51999999999998,174.2599999999999,131.04,58.92999999999999,0.0,133,126,47,12,0
2707000100639600,मोखा,Mokha,धारणी,Dharani,37.589999999999996,66.29,100.17999999999998,44.84000000000001,0.0,67,46,39,8,0
2707000100639700,चिंचघाट,Chimchaghata,धारणी,Dharani,51.619999999999976,129.87999999999994,177.39,106.36999999999998,10.49,106,96,67,21,1
2707000100639800,गोंडवाडी,Gomdavadi,धारणी,Dharani,44.83000000000002,100.66000000000003,137.54000000000002,92.28000000000002,11.64,70,71,52,17,1
2707000100639900,कलमखार,Kalamakhara,धारणी,Dharani,31.893299999999986,270.77889999999985,256.6215,125.7886,0.0,160,193,101,23,0
2707000100640000,बाबंदा,Babamda,धारणी,Dharani,15.940000000000003,59.51999999999999,42.0,15.44,0.0,26,42,17,3,0
2707000100640100,कुसुमकोट बु.,Kusumakota Bu.,धारणी,Dharani,75.75000000000006,230.91929999999982,133.0525,69.86,0.0,162,167,51,13,0
2707000100640200,कुसुमकोट खु.,Kusumakota Khu.,धारणी,Dharani,66.63000000000001,167.12810000000002,158.63419999999996,93.77999999999999,33.91,118,122,63,18,3
2707000100640300,नारवाटी,Naravati,धारणी,Dharani,22.600000000000005,77.78,95.47999999999999,54.699999999999996,11.44,45,55,36,9,1
2707000100640400,गौलखेडा,Gaulakheda,धारणी,Dharani,15.570000000000002,40.86000000000001,48.31000000000001,66.94,0.0,28,26,17,12,0
2707000100640500,धुलघाट गडगा,Dhulaghata Gadaga,धारणी,Dharani,32.64000000000001,133.6899999999999,123.32999999999998,18.16,0.0,69,95,50,3,0
2707000100640600,भोकरबर्डी,Bhokarabardi,धारणी,Dharani,77.87,226.54000000000008,168.06000000000003,58.65,0.0,146,167,65,12,0
2707000100640700,गंभेरी,Gambheri,धारणी,Dharani,52.190000000000005,133.14000000000001,134.28999999999996,106.83,0.0,100,97,57,19,0
2707000100640800,पानखाल्या,Panakhalya,धारणी,Dharani,32.500000000000014,147.9600000000001,130.71,48.06,14.26,68,108,49,8,1
2707000100640900,अंबाडी,Ambadi,धारणी,Dharani,49.07000000000002,142.61999999999998,131.60000000000002,64.08,0.0,88,103,48,11,0
2707000100641000,शिरपूर,Shirapura,धारणी,Dharani,35.97,69.24999999999996,110.93,99.39999999999999,10.66,98,49,42,18,1
2707000100641100,राणीतंबोली,Ranitamboli,धारणी,Dharani,35.839999999999975,126.40999999999998,183.75999999999993,114.07,0.0,119,90,72,21,0
2707000100641200,रोहीनीखेडा,Rohinikheda,धारणी,Dharani,46.59000000000002,121.73000000000002,166.47,44.67,0.0,86,86,62,9,0
2707000100641300,दाबीदा,Dabida,धारणी,Dharani,38.85,128.04000000000002,106.40999999999998,58.29,0.0,120,92,40,11,0
2707000100641400,खापरखेडा,Khaparakheda,धारणी,Dharani,84.16000000000001,234.8,224.42,119.34,0.0,156,166,87,23,0
2707000100641500,नागूढाना,Nagudhana,धारणी,Dharani,22.500000000000007,45.089999999999996,54.309999999999995,11.57,0.0,44,35,21,2,0
2707000100641600,खारी,Khari,धारणी,Dharani,62.03000000000002,94.92000000000003,110.64,79.25000000000001,10.18,141,67,40,15,1
2707000100641800,खाऱ्याटेंब्रु,Kharyatembru,धारणी,Dharani,70.69999999999997,114.88000000000002,233.67999999999998,152.18,15.32,103,80,92,27,1
2707000100641900,सोनाबर्डी,Sonabardi,धारणी,Dharani,26.1,81.79000000000003,132.95000000000002,103.27000000000001,0.0,53,57,52,17,0
2707000100642000,दहेंडा,Dahemda,धारणी,Dharani,23.93,81.11,166.18999999999997,71.63999999999999,10.25,54,57,64,12,1
2707000100642100,काल्पी,Kalpi,धारणी,Dharani,47.539999999999985,85.09000000000002,96.71999999999998,46.54999999999998,0.0,83,58,38,9,0
2707000100642200,टिंगऱ्या,Timgarya,धारणी,Dharani,24.090000000000014,75.62999999999998,116.37,45.64,10.85,45,54,47,8,1
2707000100642300,धारणी,Dharani,धारणी,Dharani,129.85666899999995,233.246578,238.92999999999998,93.02000000000001,0.0,2079,164,92,17,0
2707000100642400,तलई,Talai,धारणी,Dharani,28.256868000000026,94.26959999999997,67.92999999999999,59.04,19.37,853,65,27,10,1
2707000100642500,टाकरखेडा,Takarakheda,धारणी,Dharani,21.389999999999997,105.02999999999994,92.94000000000001,28.61,0.0,52,77,35,5,0
2707000100642600,दीया,Diya,धारणी,Dharani,42.819999999999986,187.49000000000012,131.55999999999997,80.74000000000001,11.38,83,133,52,16,1
2707000100642700,बासपाणी,Basapani,धारणी,Dharani,48.730000000000004,82.13,116.47000000000003,45.779999999999994,0.0,96,58,46,10,0
2707000100642800,मांडवा,Mamdava,धारणी,Dharani,43.62999999999998,97.41999999999997,154.37,112.87,0.0,117,67,57,22,0
2707000100642900,टेंबली,Tembali,धारणी,Dharani,45.089999999999996,211.67999999999992,204.95,118.76000000000002,10.59,114,148,81,22,1
2707000100643000,जुटपाणी,Jutapani,धारणी,Dharani,41.43,122.85,174.44000000000005,151.87999999999997,11.89,98,85,71,27,1
2707000100643100,झापल,Jhapala,धारणी,Dharani,10.530000000000001,62.320000000000014,131.10000000000002,50.169999999999995,20.74,68,46,51,9,2
2707000100643200,बेरदाबर्डा,Beradabarda,धारणी,Dharani,45.480000000000004,129.34,168.36,108.82999999999998,21.29,100,89,66,19,2
2707000100643300,बारू,Baru,धारणी,Dharani,65.19999999999997,186.2700000000001,124.30000000000001,65.44,0.0,193,137,50,12,0
2707000100643400,चुटिया,Chutiya,धारणी,Dharani,25.390000000000004,48.56,19.650000000000002,0.0,0.0,43,35,7,0,0
2707000100643500,टोली,Toli,धारणी,Dharani,26.839999999999993,88.49999999999994,71.55,46.82,10.58,55,62,29,9,1
2707000100643600,घुटी,Ghuti,धारणी,Dharani,63.55999999999997,162.20000000000002,86.90000000000002,65.94,0.0,150,120,33,13,0
2707000100643700,आकी,Aki,धारणी,Dharani,45.70999999999999,104.42000000000002,124.66999999999997,21.240000000000002,0.0,90,76,49,4,0
2707000100643800,मान्सुधावडी,Mansudhavadi,धारणी,Dharani,72.35999999999994,79.89000000000004,50.29,13.32,0.0,187,57,20,2,0
2707000100643900,बिजूधावडी,Bijudhavadi,धारणी,Dharani,80.13999999999999,130.56000000000003,124.77999999999999,53.84,0.0,169,100,49,10,0
2707000100644000,हातीदा,Hatida,धारणी,Dharani,50.17000000000001,123.99,128.87999999999997,94.12999999999998,0.0,129,91,48,16,0
2707000100644100,गडगामालूर,Gadagamalura,धारणी,Dharani,71.93999999999998,144.31999999999996,82.34,19.57,0.0,196,105,30,4,0
2707000100644200,झिलांगपाटी,Jhilamgapati,धारणी,Dharani,63.629999999999995,115.78999999999998,92.54999999999998,18.98,0.0,207,80,39,4,0
2707000100644300,तातरा,Tatara,धारणी,Dharani,29.989999999999995,56.66,76.76999999999998,28.29,0.0,72,39,29,5,0
2707000100644400,मोगर्दा,Mogarda,धारणी,Dharani,59.19999999999998,145.49999999999994,170.7100000000001,153.01999999999998,0.0,130,112,63,29,0
2707000100644500,धाराकोट,Dharakota,धारणी,Dharani,49.08,62.34999999999999,52.650000000000006,23.83,11.77,118,42,20,4,1
2707000100644600,टिटंबा,Titamba,धारणी,Dharani,116.42999999999996,213.02999999999997,171.82999999999996,67.44,0.0,246,154,66,12,0
2707000100644700,रबांग,Rabamga,धारणी,Dharani,29.56999999999999,50.790000000000006,28.91,26.839999999999996,0.0,60,41,11,5,0
2707000100644800,सावऱ्या,Savarya,धारणी,Dharani,54.289999999999985,95.27000000000001,68.38000000000001,49.20000000000001,0.0,139,72,25,9,0
2707000100644900,धोदरा,Dhodara,धारणी,Dharani,47.03,67.02,53.1,23.0,0.0,147,48,21,5,0
2707000100645000,कासमार,Kasamara,धारणी,Dharani,19.040000000000003,61.85,72.76,34.32,0.0,104,43,30,6,0
2707000100645100,कावडाझीरी,Kavadajhiri,धारणी,Dharani,8.77,13.99,50.0,0.0,0.0,25,11,25,0,0
2707000100645200,कसाईखेडा,Kasaikheda,धारणी,Dharani,51.90999999999998,86.73999999999998,63.42999999999999,24.930000000000003,0.0,137,64,26,5,0
2707000100645300,पाडीदम,Padidama,धारणी,Dharani,13.920000000000003,27.740000000000006,26.150000000000002,8.35,0.0,48,19,9,2,0
2707000100645400,बैरागड,Bairagada,धारणी,Dharani,169.61999999999998,318.15,252.46000000000004,102.6,11.16,369,244,99,19,1
2707000100645500,सावलखेडा,Savalakheda,धारणी,Dharani,48.719999999999956,121.72999999999995,50.599999999999994,19.94,0.0,132,91,20,4,0
2707000100645600,हरदा,Harada,धारणी,Dharani,38.20999999999999,67.16,65.3,21.22,0.0,105,50,25,4,0
2707000100645700,कुटंगा,Kutamga,धारणी,Dharani,75.71000000000004,162.3099999999999,91.98999999999998,40.28,0.0,175,122,36,7,0
2707000100645800,रंगुबेली,Ramgubeli,धारणी,Dharani,17.550000000000004,18.9,31.32,4.79,0.0,54,15,13,1,0
2707000100645900,कुंड,Kumda,धारणी,Dharani,6.360000000000001,7.569999999999999,9.19,14.62,0.0,35,5,3,2,0
2707000100646000,खोकमार,Khokamara,धारणी,Dharani,30.799999999999986,22.379999999999995,18.61,0.0,0.0,135,16,7,0,0
2707000100646100,चोपण,Chopana,धारणी,Dharani,20.110000000000007,24.130000000000006,10.83,0.0,0.0,59,17,5,0,0
2707000100646200,खामदा,Khamada,धारणी,Dharani,11.590000000000002,9.69,28.649999999999995,5.71,0.0,48,8,12,1,0
2707000100646300,धोकडा,Dhokada,धारणी,Dharani,7.83,10.48,14.39,0.0,0.0,35,7,5,0,0
2707000100646500,बुलुमगव्हाण,Bulumagavhana,धारणी,Dharani,26.55999999999999,49.71000000000001,99.31,27.659999999999997,0.0,74,36,39,5,0
2707000100646600,काटकुंभ,Katakumbha,धारणी,Dharani,14.559999999999997,37.89,41.46,9.11,0.0,50,28,20,2,0
2707000100646700,भोंडीलावा,Bhomdilava,धारणी,Dharani,16.750000000000007,67.94,50.849999999999994,24.0,0.0,67,48,21,4,0
2707000100646800,चटवाबोड,Chatavaboda,धारणी,Dharani,67.50999999999995,142.25999999999996,141.5,45.21999999999999,0.0,175,100,55,9,0
2707000100646900,केकदा,Kekada,धारणी,Dharani,52.039999999999985,81.33000000000003,103.75,40.04,0.0,148,60,39,7,0
2707000100647000,चेथर,Chethara,धारणी,Dharani,4.45,11.75,19.169999999999998,0.0,0.0,35,9,6,0,0
2707000100647100,धारणमहू,Dharanamahu,धारणी,Dharani,26.070000000000007,77.44999999999999,115.77999999999999,65.97,0.0,98,56,42,11,0
2707000100647200,ढाकरमल,Dhakaramala,धारणी,Dharani,2.58,17.73,36.410000000000004,14.690000000000001,0.0,30,13,15,3,0
2707000100647300,हटनादा,Hatanada,धारणी,Dharani,12.120000000000001,23.659999999999997,13.950000000000003,4.23,0.0,58,15,6,1,0
2707000100647400,पाटीया,Patiya,धारणी,Dharani,18.25,89.50000000000003,122.11,115.03000000000002,0.0,110,62,47,21,0
2707000100647500,टांगडा,Tamgada,धारणी,Dharani,33.410000000000004,35.90999999999999,0.0,0.0,0.0,73,25,0,0,0
2707000100647600,चौराकुंड,Chaurakumda,धारणी,Dharani,45.360000000000014,38.72,22.659999999999997,8.55,0.0,97,29,9,2,0
2707000100647700,राणामालूर,Ranamalura,धारणी,Dharani,55.390000000000015,84.21000000000002,130.09,105.44999999999999,10.68,105,58,48,17,1
2707000100647800,मांगीया,Mamgiya,धारणी,Dharani,38.03999999999998,17.91,20.099999999999998,4.96,0.0,83,14,7,1,0
2707000100647900,रोरा,Rora,धारणी,Dharani,12.039999999999996,11.209999999999999,4.6899999999999995,0.0,0.0,35,9,2,0,0
2707000100648000,फैलढाणा,Phailadhana,धारणी,Dharani,17.489999999999995,18.54,19.56,0.0,0.0,44,12,7,0,0
2707000100648100,हरीसाल,Harisala,धारणी,Dharani,15.5781,40.58,36.83,14.389999999999999,0.0,68,28,15,3,0
2707000100648200,बोरी,Bori,धारणी,Dharani,20.4,33.52000000000001,68.58999999999999,29.049999999999997,0.0,48,24,23,6,0
2707000100648400,पोटीलावा,Potilava,धारणी,Dharani,5.789999999999999,17.2,58.97,35.58,0.0,36,13,22,6,0
2707000100648500,चिपोली,Chipoli,धारणी,Dharani,16.21,63.590000000000025,79.84,31.19,0.0,74,47,31,6,0
2707000100648600,काकरमल,Kakaramala,धारणी,Dharani,10.53,54.319999999999986,59.36,20.86,0.0,47,35,21,4,0
2707000100648700,कारादा,Karada,धारणी,Dharani,34.88,86.58999999999997,86.5,51.48,0.0,104,65,30,9,0
2707000100648800,गोबरकहु,Gobarakahu,धारणी,Dharani,13.349999999999998,50.089999999999996,55.709999999999994,27.64,0.0,58,37,21,6,0
2707000100648900,चाकर्दा,Chakarda,धारणी,Dharani,36.03999999999999,144.24999999999997,255.10999999999999,160.97,0.0,143,107,93,29,0
2707000100649000,निर्गुडी,Nirgudi,धारणी,Dharani,6.19,27.37,56.84,58.22,0.0,55,20,21,11,0
2707000100649100,ऊकुपाटी,Ukupati,धारणी,Dharani,18.999999999999996,35.57999999999999,87.17000000000002,69.96000000000001,0.0,45,23,31,13,0
2707000100649200,हरदोली,Haradoli,धारणी,Dharani,33.18,69.01,64.71000000000001,29.849999999999998,0.0,66,51,25,6,0
2707000100649300,ऊतावली,Utavali,धारणी,Dharani,20.77,43.91999999999998,76.44999999999999,67.88,0.0,52,33,31,13,0
2707000100649400,कढाव,Kadhava,धारणी,Dharani,41.63999999999999,92.09999999999998,44.41,36.61000000000001,22.49,72,68,18,7,1
2707000100649500,पोहरा,Pohara,धारणी,Dharani,37.419999999999995,107.08,111.27000000000001,81.53999999999999,0.0,68,74,42,14,0
2707000100649600,बाजारढाणा,Bajaradhana,धारणी,Dharani,38.099999999999994,92.58999999999996,57.12,46.73,36.1,72,70,21,8,2
2707000100649700,दुनी,Duni,धारणी,Dharani,47.73000000000001,131.27999999999997,108.28000000000002,61.57999999999999,0.0,104,98,43,11,0
2707000100649800,चित्री,Chitri,धारणी,Dharani,7.43,13.070000000000002,10.57,0.0,0.0,20,9,5,0,0
2707000100649900,लवादा,Lavada,धारणी,Dharani,12.61,56.00000000000001,97.27000000000001,171.48000000000005,22.57,34,38,36,31,2
2707000100650100,बोड,Boda,धारणी,Dharani,34.25,113.30999999999992,91.36000000000003,82.9,0.0,77,76,34,14,0
2707000100650200,दिदंम्दा,Didammda,धारणी,Dharani,22.79,81.69,134.43,70.02,0.0,68,61,56,13,0
2707000100650300,भुलोरी,Bhulori,धारणी,Dharani,23.879999999999995,55.12999999999999,109.96999999999998,78.7,0.0,62,39,41,14,0
2707000100650400,घोटा,Ghota,धारणी,Dharani,18.860000000000003,41.829999999999984,124.69,172.05000000000007,0.0,56,29,54,33,0
2707000100650500,मालूर (फॉ),Malura (Phaॉ),धारणी,Dharani,27.120000000000005,41.27999999999999,34.96,18.18,0.0,76,32,15,3,0
2707000100650600,बोथरा,Bothara,धारणी,Dharani,22.94,82.86000000000001,125.47999999999999,22.130000000000003,0.0,68,58,52,4,0
2707000100650700,जांबू,Jambu,धारणी,Dharani,34.39000000000001,134.28000000000006,151.01000000000002,149.14999999999998,169.82999999999998,71,98,59,27,3
2707000100650800,कोठा,Kotha,धारणी,Dharani,44.160000000000004,129.63999999999996,162.71000000000004,152.53999999999996,40.18,78,93,62,29,3
2707000100650900,कारा,Kara,धारणी,Dharani,48.17000000000001,133.88999999999993,150.92000000000002,70.3,0.0,86,96,56,14,0
2707000100651000,नांदुरी,Namduri,धारणी,Dharani,30.660000000000004,50.56000000000002,104.63000000000002,26.84,0.0,64,36,39,5,0
2707000100651100,कोट,Kota,धारणी,Dharani,51.360000000000014,108.07000000000002,71.25,68.42,0.0,88,81,30,13,0
2707000100651500,मोथाखेडा,Mothakheda,धारणी,Dharani,15.190000000000001,30.529999999999994,14.39,18.060000000000002,0.0,62,21,6,4,0
2707000100651500,मोथाखेडा,Mothakheda,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2707000200651200,कुही,Kuhi,चिखलदरा,Chikhaladara,19.99,48.779999999999994,53.830000000000005,26.150000000000006,0.0,76,35,18,5,0
2707000200651300,भूत्रूम,Bhutruma,चिखलदरा,Chikhaladara,40.15000000000002,62.65999999999999,25.840000000000003,4.34,0.0,146,42,10,1,0
2707000200651500,बोराटाखेडा,Boratakheda,चिखलदरा,Chikhaladara,35.38999999999998,35.80000000000001,31.96,26.15,0.0,97,27,11,5,0
2707000200651600,रायपूर,Rayapura,चिखलदरा,Chikhaladara,92.65999999999994,84.78000000000002,29.130000000000003,12.98,0.0,267,65,12,3,0
2707000200651800,माखला,Makhala,चिखलदरा,Chikhaladara,54.11000000000002,80.66000000000001,78.5,17.509999999999998,0.0,203,57,32,4,0
2707000200652000,सरवारखेडा,Saravarakheda,चिखलदरा,Chikhaladara,28.150000000000006,41.65,20.950000000000003,29.099999999999998,0.0,85,31,8,5,0
2707000200652100,भवई,Bhavai,चिखलदरा,Chikhaladara,0.0,15.27,12.11,5.03,0.0,9,10,4,1,0
2707000200652300,पिली,Pili,चिखलदरा,Chikhaladara,13.33,18.279999999999998,23.15,0.0,0.0,71,13,9,0,0
2707000200652400,सेमाडोह,Semadoha,चिखलदरा,Chikhaladara,17.269999999999996,56.05,16.86,4.61,0.0,103,37,7,1,0
2707000200652600,केली,Keli,चिखलदरा,Chikhaladara,39.08,31.82,55.00999999999999,8.89,0.0,79,24,22,2,0
2707000200652700,भिरोजा,Bhiroja,चिखलदरा,Chikhaladara,60.749999999999986,108.35000000000004,35.12,38.52,0.0,142,82,14,7,0
2707000200652800,केसरपूर,Kesarapura,चिखलदरा,Chikhaladara,68.75999999999999,71.85999999999997,74.01,34.16,0.0,154,54,30,7,0
2707000200652900,चिखली,Chikhali,चिखलदरा,Chikhaladara,59.22,71.28999999999999,36.1,4.88,0.0,125,57,15,1,0
2707000200653000,पाटकूह,Patakuha,चिखलदरा,Chikhaladara,30.479999999999993,41.27000000000002,33.91,0.0,0.0,91,33,14,0,0
2707000200653200,राक्षा,Raksha,चिखलदरा,Chikhaladara,10.960000000000003,16.88,2.0,0.0,0.0,26,12,1,0,0
2707000200653300,तारुबांधा,Tarubamdha,चिखलदरा,Chikhaladara,45.71999999999999,61.08999999999999,43.19,6.53,0.0,83,47,15,1,0
2707000200653500,अढाव,Adhava,चिखलदरा,Chikhaladara,25.280000000000005,20.54,34.88,4.65,0.0,50,14,12,1,0
2707000200653600,साव-या,SavaYa,चिखलदरा,Chikhaladara,0.0,6.4,18.45,14.43,0.0,5,4,7,3,0
2707000200653700,गडगाभांडूम,Gadagabhamduma,चिखलदरा,Chikhaladara,35.65999999999999,71.46999999999998,71.62,20.83,0.0,127,56,30,4,0
2707000200653800,दाबीया,Dabiya,चिखलदरा,Chikhaladara,9.61,29.639999999999997,25.96,36.58,0.0,74,20,8,7,0
2707000200653900,भांडुम,Bhamduma,चिखलदरा,Chikhaladara,3.51,14.340000000000002,23.669999999999998,14.68,0.0,26,10,10,3,0
2707000200654000,ढाकणा,Dhakana,चिखलदरा,Chikhaladara,20.22,22.940000000000005,22.72,19.84,0.0,51,16,9,4,0
2707000200654500,पिपादरी,Pipadari,चिखलदरा,Chikhaladara,8.520000000000001,7.98,28.96,4.39,0.0,22,6,10,1,0
2707000200654600,काकादरी,Kakadari,चिखलदरा,Chikhaladara,7.109999999999999,9.100000000000001,24.040000000000003,10.29,0.0,31,6,8,2,0
2707000200654900,गरजदरी,Garajadari,चिखलदरा,Chikhaladara,4.9399999999999995,11.77,23.28,7.82,0.0,11,7,8,1,0
2707000200655100,सावरपाणी,Savarapani,चिखलदरा,Chikhaladara,7.18,12.360000000000001,2.17,0.0,0.0,24,9,1,0,0
2707000200655200,खिरापाणी,Khirapani,चिखलदरा,Chikhaladara,1.9500000000000002,16.05,14.669999999999998,0.0,0.0,12,12,5,0,0
2707000200655700,डोलार,Dolara,चिखलदरा,Chikhaladara,9.799999999999999,17.600000000000005,10.669999999999998,0.0,0.0,63,13,4,0,0
2707000200655900,बोरी,Bori,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,34,0,0,0,0
2707000200656100,खटकाली,Khatakali,चिखलदरा,Chikhaladara,24.150000000000006,33.339999999999996,22.85,9.32,0.0,59,23,9,2,0
2707000200656200,पांढराखडक,Pamdharakhadaka,चिखलदरा,Chikhaladara,5.700000000000001,17.58,4.98,0.0,0.0,42,13,2,0,0
2707000200656300,मेनघाट,Menaghata,चिखलदरा,Chikhaladara,14.11,15.240000000000002,6.890000000000001,4.05,0.0,63,12,3,1,0
2707000200656400,झिंगापूर,Jhimgapura,चिखलदरा,Chikhaladara,11.48,17.569999999999997,18.96,0.0,0.0,40,13,6,0,0
2707000200656500,अहाड,Ahada,चिखलदरा,Chikhaladara,3.6000000000000005,27.839999999999996,7.35,0.0,0.0,41,23,3,0,0
2707000200656700,गुल्‍लरघाट,Gul{}Laraghata,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,62,0,0,0,0
2707000200656900,धारगड,Dharagada,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,44,0,0,0,0
2707000200657000,केलपाणी,Kelapani,चिखलदरा,Chikhaladara,9.23,11.73,55.92,10.879999999999999,0.0,52,8,22,2,0
2707000200657200,सोमठाणा खू,Somathana Khu,चिखलदरा,Chikhaladara,0.08,0.0,0.0,4.77,0.0,114,0,0,1,0
2707000200657300,सोमठाणा बू,Somathana Bu,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,77,0,0,0,0
2707000200657500,बारुखेडा,Barukheda,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,62,0,0,0,0
2707000200657800,नागरटास,Nagaratasa,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,37,0,0,0,0
2707000200658000,अमोना,Amona,चिखलदरा,Chikhaladara,0.0,0.0,0.0,0.0,0.0,98,0,0,0,0
2707000200658200,भांडूम (१३०),Bhamduma (130),चिखलदरा,Chikhaladara,3.95,24.140000000000008,23.72,9.74,0.0,29,19,9,2,0
